waterTemperature;outsideTemperature;date
17.0;61.81;25/11/2011
17.0;59.74;26/11/2011
17.0;59.42;27/11/2011
17.0;59.23;28/11/2011
17.0;64.26;29/11/2011
17.0;68.64;30/11/2011
15.5;72.18;01/12/2011
15.5;75.29;02/12/2011
15.5;78.18;03/12/2011
15.5;79.63;04/12/2011
15.5;79.89;05/12/2011
15.5;80.57;06/12/2011
15.5;81.22;07/12/2011
15.5;81.65;08/12/2011
15.5;81.37;09/12/2011
15.5;80.98;10/12/2011
15.5;80.47;11/12/2011
15.5;77.48;12/12/2011
15.5;70.39;13/12/2011
15.5;66.94;14/12/2011
15.5;65.7;15/12/2011
15.5;65.02;16/12/2011
15.5;63.74;17/12/2011
15.5;62.02;18/12/2011
15.5;60.21;19/12/2011
15.5;59.55;20/12/2011
15.5;58.29;21/12/2011
15.5;59.05;22/12/2011
15.5;62.89;23/12/2011
15.5;67.79;24/12/2011
15.5;72.29;25/12/2011
15.5;76.93;26/12/2011
15.5;79.81;27/12/2011
15.5;81.47;28/12/2011
15.5;81.96;29/12/2011
15.5;82.15;30/12/2011
15.5;79.64;31/12/2011
14.3;77.5;01/01/2012
14.3;76.78;02/01/2012
14.3;74.73;03/01/2012
14.3;72.82;04/01/2012
14.3;71.43;05/01/2012
14.3;69.48;06/01/2012
14.3;68.5;07/01/2012
14.3;67.04;08/01/2012
14.3;67.1;09/01/2012
14.3;66.33;10/01/2012
14.3;66.52;11/01/2012
14.3;65.42;12/01/2012
14.3;64.07;13/01/2012
14.3;61.98;14/01/2012
14.3;60.6;15/01/2012
14.3;62.93;16/01/2012
14.3;65.16;17/01/2012
14.3;67.71;18/01/2012
14.3;68.94;19/01/2012
14.3;70.07;20/01/2012
14.3;71.49;21/01/2012
14.3;72.57;22/01/2012
14.3;73.7;23/01/2012
14.3;74.26;24/01/2012
14.3;74.91;25/01/2012
14.3;75.18;26/01/2012
14.3;74.3;27/01/2012
14.3;72.99;28/01/2012
14.3;70.42;29/01/2012
14.3;66.1;30/01/2012
14.3;62.8;31/01/2012
13.8;59.08;01/02/2012
13.8;58.21;02/02/2012
13.8;55.92;03/02/2012
13.8;54.8;04/02/2012
13.8;54.05;05/02/2012
13.8;52.7;06/02/2012
13.8;52.19;07/02/2012
13.8;53.76;08/02/2012
13.8;59.37;09/02/2012
13.8;64.59;10/02/2012
13.8;69.1;11/02/2012
13.8;72.26;12/02/2012
13.8;75.01;13/02/2012
13.8;76.63;14/02/2012
13.8;78.59;15/02/2012
13.8;79.65;16/02/2012
13.8;79.32;17/02/2012
13.8;79.33;18/02/2012
13.8;79.17;19/02/2012
13.8;78.88;20/02/2012
13.8;77.3;21/02/2012
13.8;74.8;22/02/2012
13.8;70.15;23/02/2012
13.8;66.77;24/02/2012
13.8;64.49;25/02/2012
13.8;62.46;26/02/2012
13.8;60.24;27/02/2012
13.8;58.75;28/02/2012
13.8;57.36;29/02/2012
13.8;55.95;01/03/2012
13.8;54.75;02/03/2012
13.8;54.85;03/03/2012
13.8;60.32;04/03/2012
13.8;66.73;05/03/2012
13.8;72.94;06/03/2012
13.8;76.64;07/03/2012
13.8;79.55;08/03/2012
13.8;80.09;09/03/2012
13.8;81.11;10/03/2012
13.8;81.75;11/03/2012
13.8;82.3;12/03/2012
13.8;82.59;13/03/2012
13.8;82.76;14/03/2012
13.8;81.56;15/03/2012
13.8;80.09;16/03/2012
13.8;76.94;17/03/2012
13.8;73.49;18/03/2012
13.8;71.96;19/03/2012
13.8;70.39;20/03/2012
13.8;69.49;21/03/2012
13.8;68.75;22/03/2012
13.8;67.89;23/03/2012
13.8;67.32;24/03/2012
13.8;66.34;25/03/2012
13.8;66.44;26/03/2012
13.8;66.97;27/03/2012
13.8;66.94;28/03/2012
13.8;67.7;29/03/2012
13.8;69.68;30/03/2012
13.8;71.34;31/03/2012
15.2;73.92;01/04/2012
15.2;75.94;02/04/2012
15.2;78.35;03/04/2012
15.2;83.21;04/04/2012
15.2;84.14;05/04/2012
15.2;86.19;06/04/2012
15.2;86.81;07/04/2012
15.2;86.5;08/04/2012
15.2;85.25;09/04/2012
15.2;83.15;10/04/2012
15.2;76.39;11/04/2012
15.2;72.29;12/04/2012
15.2;70.35;13/04/2012
15.2;69.21;14/04/2012
15.2;67.4;15/04/2012
15.2;67.25;16/04/2012
15.2;65.1;17/04/2012
15.2;63.18;18/04/2012
15.2;62.62;19/04/2012
15.2;62.82;20/04/2012
15.2;67.71;21/04/2012
15.2;73.55;22/04/2012
15.2;77.97;23/04/2012
15.2;82.53;24/04/2012
15.2;84.86;25/04/2012
15.2;86.64;26/04/2012
15.2;88.68;27/04/2012
15.2;89.64;28/04/2012
15.2;90.07;29/04/2012
15.2;90.41;30/04/2012
16.5;90.07;01/05/2012
16.5;89.69;02/05/2012
16.5;88.31;03/05/2012
16.5;85.26;04/05/2012
16.5;77.63;05/05/2012
16.5;75.47;06/05/2012
16.5;72.83;07/05/2012
16.5;71.62;08/05/2012
16.5;70.17;09/05/2012
16.5;68.49;10/05/2012
16.5;67.8;11/05/2012
16.5;66.29;12/05/2012
16.5;66.11;13/05/2012
16.5;65.74;14/05/2012
16.5;68.31;15/05/2012
16.5;72.07;16/05/2012
16.5;75.49;17/05/2012
16.5;78.19;18/05/2012
16.5;83.21;19/05/2012
16.5;86.73;20/05/2012
16.5;88.26;21/05/2012
16.5;89.38;22/05/2012
16.5;86.86;23/05/2012
16.5;83.37;24/05/2012
16.5;78.89;25/05/2012
16.5;79.03;26/05/2012
16.5;78.14;27/05/2012
16.5;77.28;28/05/2012
16.5;74.87;29/05/2012
16.5;73.17;30/05/2012
16.5;71.89;31/05/2012
17.3;70.88;01/06/2012
17.3;70.2;02/06/2012
17.3;69.43;03/06/2012
17.3;68.47;04/06/2012
17.3;68.44;05/06/2012
17.3;67.9;06/06/2012
17.3;68.04;07/06/2012
17.3;67.79;08/06/2012
17.3;68.47;09/06/2012
17.3;69.2;10/06/2012
17.3;70.74;11/06/2012
17.3;72.78;12/06/2012
17.3;74.76;13/06/2012
17.3;75.57;14/06/2012
17.3;77.44;15/06/2012
17.3;77.19;16/06/2012
17.3;77.3;17/06/2012
17.3;75.56;18/06/2012
17.3;73.76;19/06/2012
17.3;71.54;20/06/2012
17.3;69.66;21/06/2012
17.3;67.2;22/06/2012
17.3;66.27;23/06/2012
17.3;64.48;24/06/2012
17.3;63.64;25/06/2012
17.3;62.53;26/06/2012
17.3;61.6;27/06/2012
17.3;61.21;28/06/2012
17.3;60.13;29/06/2012
17.3;59.83;30/06/2012
17.2;59.55;01/07/2012
17.2;59.73;02/07/2012
17.2;60.25;03/07/2012
17.2;61.03;04/07/2012
17.2;61.87;05/07/2012
17.2;62.51;06/07/2012
17.2;63.32;07/07/2012
17.2;64.36;08/07/2012
17.2;64.83;09/07/2012
17.2;64.9;10/07/2012
17.2;64.85;11/07/2012
17.2;64.19;12/07/2012
17.2;63.13;13/07/2012
17.2;62.8;14/07/2012
17.2;62.34;15/07/2012
17.2;61.81;16/07/2012
17.2;61.24;17/07/2012
17.2;60.82;18/07/2012
17.2;60.52;19/07/2012
17.2;60.08;20/07/2012
17.2;59.68;21/07/2012
17.2;59.68;22/07/2012
17.2;59.7;23/07/2012
17.2;59.28;24/07/2012
17.2;59.26;25/07/2012
17.2;60.15;26/07/2012
17.2;61.35;27/07/2012
17.2;62.18;28/07/2012
17.2;63.68;29/07/2012
17.2;64.97;30/07/2012
17.2;66.76;31/07/2012
17.6;68.32;01/08/2012
17.6;69.7;02/08/2012
17.6;71.19;03/08/2012
17.6;71.22;04/08/2012
17.6;70.7;05/08/2012
17.6;68.85;06/08/2012
17.6;67.43;07/08/2012
17.6;65.6;08/08/2012
17.6;64.4;09/08/2012
17.6;63.84;10/08/2012
17.6;62.88;11/08/2012
17.6;61.9;12/08/2012
17.6;61.63;13/08/2012
17.6;60.73;14/08/2012
17.6;60.21;15/08/2012
17.6;59.1;16/08/2012
17.6;58.03;17/08/2012
17.6;58.27;18/08/2012
17.6;61.31;19/08/2012
17.6;63.51;20/08/2012
17.6;64.97;21/08/2012
17.6;66.68;22/08/2012
17.6;68.27;23/08/2012
17.6;70.37;24/08/2012
17.6;72.85;25/08/2012
17.6;74.72;26/08/2012
17.6;76.46;27/08/2012
17.6;76.88;28/08/2012
17.6;76.93;29/08/2012
17.6;77.08;30/08/2012
17.6;75.98;31/08/2012
18.1;73.12;01/09/2012
18.1;66.24;02/09/2012
18.1;62.53;03/09/2012
18.1;60.41;04/09/2012
18.1;58.99;05/09/2012
18.1;58.06;06/09/2012
18.1;56.91;07/09/2012
18.1;56.03;08/09/2012
18.1;54.9;09/09/2012
18.1;54.81;10/09/2012
18.1;55.13;11/09/2012
18.1;58.4;12/09/2012
18.1;62.75;13/09/2012
18.1;68.65;14/09/2012
18.1;74.03;15/09/2012
18.1;77.59;16/09/2012
18.1;79.73;17/09/2012
18.1;80.96;18/09/2012
18.1;81.83;19/09/2012
18.1;82.37;20/09/2012
18.1;82.65;21/09/2012
18.1;83.3;22/09/2012
18.1;82.88;23/09/2012
18.1;81.82;24/09/2012
18.1;77.45;25/09/2012
18.1;74.18;26/09/2012
18.1;72.42;27/09/2012
18.1;70.94;28/09/2012
18.1;69.66;29/09/2012
18.1;67.85;30/09/2012
17.7;66.66;01/10/2012
17.7;65.98;02/10/2012
17.7;64.82;03/10/2012
17.7;64.18;04/10/2012
17.7;64.42;05/10/2012
17.7;67.65;06/10/2012
17.7;71.42;07/10/2012
17.7;74.89;08/10/2012
17.7;78.8;09/10/2012
17.7;84.58;10/10/2012
17.7;87.77;11/10/2012
17.7;89.05;12/10/2012
17.7;90.01;13/10/2012
17.7;89.96;14/10/2012
17.7;90.35;15/10/2012
17.7;89.76;16/10/2012
17.7;87.87;17/10/2012
17.7;84.82;18/10/2012
17.7;81.58;19/10/2012
17.7;78.1;20/10/2012
17.7;76.07;21/10/2012
17.7;74.24;22/10/2012
17.7;72.66;23/10/2012
17.7;71.51;24/10/2012
17.7;70.48;25/10/2012
17.7;70.11;26/10/2012
17.7;70.26;27/10/2012
17.7;70.62;28/10/2012
17.7;70.96;29/10/2012
17.7;71.92;30/10/2012
17.7;72.45;31/10/2012
17.0;73.8;01/11/2012
17.0;75.25;02/11/2012
17.0;77.19;03/11/2012
17.0;79.35;04/11/2012
17.0;85.75;05/11/2012
17.0;87.58;06/11/2012
17.0;88.91;07/11/2012
17.0;88.96;08/11/2012
17.0;88.83;09/11/2012
17.0;85.55;10/11/2012
17.0;76.97;11/11/2012
17.0;76.52;12/11/2012
17.0;74.87;13/11/2012
17.0;73.81;14/11/2012
17.0;72.34;15/11/2012
17.0;71.52;16/11/2012
17.0;71.34;17/11/2012
17.0;70.95;18/11/2012
17.0;70.99;19/11/2012
17.0;70.59;20/11/2012
17.0;70.37;21/11/2012
17.0;70.1;22/11/2012
17.0;72.36;23/11/2012
17.0;74.35;24/11/2012
17.0;78.11;25/11/2012
17.0;84.49;26/11/2012
17.0;86.4;27/11/2012
17.0;87.1;28/11/2012
17.0;87.77;29/11/2012
17.0;89.53;30/11/2012
15.5;90.12;01/12/2012
15.5;89.08;02/12/2012
15.5;88.55;03/12/2012
15.5;88.45;04/12/2012
15.5;86.14;05/12/2012
15.5;82.39;06/12/2012
15.5;76.6;07/12/2012
15.5;73.92;08/12/2012
15.5;72.07;09/12/2012
15.5;71.26;10/12/2012
15.5;69.31;11/12/2012
15.5;67.77;12/12/2012
15.5;66.51;13/12/2012
15.5;65.33;14/12/2012
15.5;64.61;15/12/2012
15.5;64.69;16/12/2012
15.5;67.5;17/12/2012
15.5;71.3;18/12/2012
15.5;75.27;19/12/2012
15.5;77.39;20/12/2012
15.5;79.86;21/12/2012
15.5;82.77;22/12/2012
15.5;84.26;23/12/2012
15.5;85.31;24/12/2012
15.5;85.44;25/12/2012
15.5;85.66;26/12/2012
15.5;84.84;27/12/2012
15.5;84.19;28/12/2012
15.5;82.27;29/12/2012
15.5;78.95;30/12/2012
15.5;75.18;31/12/2012
14.3;73.65;01/01/2013
14.3;72.55;02/01/2013
14.3;71.47;03/01/2013
14.3;70.71;04/01/2013
14.3;70.01;05/01/2013
14.3;69.1;06/01/2013
14.3;68.66;07/01/2013
14.3;67.68;08/01/2013
14.3;67.54;09/01/2013
14.3;67.97;10/01/2013
14.3;70.28;11/01/2013
14.3;73.4;12/01/2013
14.3;76.51;13/01/2013
14.3;78.81;14/01/2013
14.3;82.83;15/01/2013
14.3;83.84;16/01/2013
14.3;85.71;17/01/2013
14.3;85.72;18/01/2013
14.3;86.8;19/01/2013
14.3;87.05;20/01/2013
14.3;86.39;21/01/2013
14.3;85.16;22/01/2013
14.3;82.11;23/01/2013
14.3;75.58;24/01/2013
14.3;72.07;25/01/2013
14.3;69.78;26/01/2013
14.3;68.5;27/01/2013
14.3;67.25;28/01/2013
14.3;65.53;29/01/2013
14.3;64.48;30/01/2013
14.3;64.14;31/01/2013
13.8;64.21;01/02/2013
13.8;64.05;02/02/2013
13.8;66.6;03/02/2013
13.8;73.07;04/02/2013
13.8;78.77;05/02/2013
13.8;84.46;06/02/2013
13.8;87.53;07/02/2013
13.8;89.51;08/02/2013
13.8;91.11;09/02/2013
13.8;89.62;10/02/2013
13.8;79.69;11/02/2013
13.8;77.99;12/02/2013
13.8;78.9;13/02/2013
13.8;79.34;14/02/2013
13.8;79.6;15/02/2013
13.8;78.54;16/02/2013
13.8;76.14;17/02/2013
13.8;75.1;18/02/2013
13.8;73.81;19/02/2013
13.8;73.47;20/02/2013
13.8;70.71;21/02/2013
13.8;70.0;22/02/2013
13.8;68.71;23/02/2013
13.8;69.93;24/02/2013
13.8;69.31;25/02/2013
13.8;67.55;26/02/2013
13.8;68.77;27/02/2013
13.8;70.38;28/02/2013
13.8;71.84;01/03/2013
13.8;74.23;02/03/2013
13.8;76.03;03/03/2013
13.8;76.15;04/03/2013
13.8;77.21;05/03/2013
13.8;77.73;06/03/2013
13.8;76.95;07/03/2013
13.8;76.88;08/03/2013
13.8;76.05;09/03/2013
13.8;75.53;10/03/2013
13.8;73.7;11/03/2013
13.8;71.07;12/03/2013
13.8;66.49;13/03/2013
13.8;62.85;14/03/2013
13.8;59.66;15/03/2013
13.8;57.24;16/03/2013
13.8;55.81;17/03/2013
13.8;54.65;18/03/2013
13.8;53.7;19/03/2013
13.8;52.5;20/03/2013
13.8;51.22;21/03/2013
13.8;51.5;22/03/2013
13.8;55.81;23/03/2013
13.8;61.66;24/03/2013
13.8;67.48;25/03/2013
13.8;72.27;26/03/2013
13.8;73.9;27/03/2013
13.8;75.91;28/03/2013
13.8;77.55;29/03/2013
13.8;78.71;30/03/2013
13.8;79.9;31/03/2013
15.2;79.43;01/04/2013
15.2;79.84;02/04/2013
15.2;79.3;03/04/2013
15.2;77.78;04/04/2013
15.2;74.39;05/04/2013
15.2;69.08;06/04/2013
15.2;63.78;07/04/2013
15.2;61.47;08/04/2013
15.2;60.0;09/04/2013
15.2;58.73;10/04/2013
15.2;57.24;11/04/2013
15.2;56.34;12/04/2013
15.2;55.37;13/04/2013
15.2;54.75;14/04/2013
15.2;54.52;15/04/2013
15.2;58.86;16/04/2013
15.2;64.7;17/04/2013
15.2;70.38;18/04/2013
15.2;76.13;19/04/2013
15.2;79.52;20/04/2013
15.2;81.18;21/04/2013
15.2;82.28;22/04/2013
15.2;83.54;23/04/2013
15.2;84.89;24/04/2013
15.2;85.05;25/04/2013
15.2;85.26;26/04/2013
15.2;84.98;27/04/2013
15.2;83.58;28/04/2013
15.2;80.69;29/04/2013
15.2;74.01;30/04/2013
16.5;73.23;01/05/2013
16.5;72.25;02/05/2013
16.5;71.68;03/05/2013
16.5;70.33;04/05/2013
16.5;68.77;05/05/2013
16.5;68.13;06/05/2013
16.5;67.33;07/05/2013
16.5;66.81;08/05/2013
16.5;67.83;09/05/2013
16.5;71.26;10/05/2013
16.5;73.55;11/05/2013
16.5;77.19;12/05/2013
16.5;82.49;13/05/2013
16.5;86.88;14/05/2013
16.5;90.51;15/05/2013
16.5;92.38;16/05/2013
16.5;93.64;17/05/2013
16.5;95.1;18/05/2013
16.5;95.86;19/05/2013
16.5;95.36;20/05/2013
16.5;94.45;21/05/2013
16.5;92.14;22/05/2013
16.5;87.62;23/05/2013
16.5;83.0;24/05/2013
16.5;78.57;25/05/2013
16.5;76.03;26/05/2013
16.5;74.44;27/05/2013
16.5;73.42;28/05/2013
16.5;70.84;29/05/2013
16.5;69.98;30/05/2013
16.5;70.11;31/05/2013
17.3;68.73;01/06/2013
17.3;68.35;02/06/2013
17.3;73.23;03/06/2013
17.3;77.87;04/06/2013
17.3;82.19;05/06/2013
17.3;84.29;06/06/2013
17.3;85.73;07/06/2013
17.3;87.54;08/06/2013
17.3;88.65;09/06/2013
17.3;89.43;10/06/2013
17.3;89.17;11/06/2013
17.3;89.53;12/06/2013
17.3;88.84;13/06/2013
17.3;86.17;14/06/2013
17.3;80.89;15/06/2013
17.3;73.81;16/06/2013
17.3;71.44;17/06/2013
17.3;68.97;18/06/2013
17.3;67.2;19/06/2013
17.3;66.21;20/06/2013
17.3;64.96;21/06/2013
17.3;62.94;22/06/2013
17.3;62.48;23/06/2013
17.3;61.11;24/06/2013
17.3;60.55;25/06/2013
17.3;60.29;26/06/2013
17.3;64.39;27/06/2013
17.3;69.07;28/06/2013
17.3;73.78;29/06/2013
17.3;76.88;30/06/2013
17.2;79.28;01/07/2013
17.2;82.0;02/07/2013
17.2;83.18;03/07/2013
17.2;84.6;04/07/2013
17.2;85.62;05/07/2013
17.2;85.98;06/07/2013
17.2;85.43;07/07/2013
17.2;84.8;08/07/2013
17.2;82.82;09/07/2013
17.2;78.15;10/07/2013
17.2;71.67;11/07/2013
17.2;69.63;12/07/2013
17.2;68.79;13/07/2013
17.2;68.16;14/07/2013
17.2;65.36;15/07/2013
17.2;63.59;16/07/2013
17.2;63.22;17/07/2013
17.2;62.0;18/07/2013
17.2;61.38;19/07/2013
17.2;61.34;20/07/2013
17.2;64.73;21/07/2013
17.2;69.48;22/07/2013
17.2;75.52;23/07/2013
17.2;82.29;24/07/2013
17.2;87.18;25/07/2013
17.2;91.43;26/07/2013
17.2;93.91;27/07/2013
17.2;94.16;28/07/2013
17.2;92.64;29/07/2013
17.2;92.81;30/07/2013
17.2;92.46;31/07/2013
17.6;90.23;01/08/2013
17.6;87.72;02/08/2013
17.6;84.89;03/08/2013
17.6;78.88;04/08/2013
17.6;77.78;05/08/2013
17.6;76.11;06/08/2013
17.6;75.23;07/08/2013
17.6;73.69;08/08/2013
17.6;71.98;09/08/2013
17.6;70.84;10/08/2013
17.6;69.46;11/08/2013
17.6;69.06;12/08/2013
17.6;68.7;13/08/2013
17.6;71.89;14/08/2013
17.6;76.27;15/08/2013
17.6;79.63;16/08/2013
17.6;83.03;17/08/2013
17.6;83.48;18/08/2013
17.6;84.84;19/08/2013
17.6;85.84;20/08/2013
17.6;87.25;21/08/2013
17.6;87.02;22/08/2013
17.6;87.54;23/08/2013
17.6;87.2;24/08/2013
17.6;86.65;25/08/2013
17.6;84.91;26/08/2013
17.6;82.32;27/08/2013
17.6;77.66;28/08/2013
17.6;75.02;29/08/2013
17.6;71.73;30/08/2013
17.6;69.03;31/08/2013
18.1;67.82;01/09/2013
18.1;66.42;02/09/2013
18.1;65.19;03/09/2013
18.1;64.28;04/09/2013
18.1;62.85;05/09/2013
18.1;61.74;06/09/2013
18.1;65.97;07/09/2013
18.1;72.08;08/09/2013
18.1;77.11;09/09/2013
18.1;81.33;10/09/2013
18.1;84.15;11/09/2013
18.1;85.31;12/09/2013
18.1;86.79;13/09/2013
18.1;88.28;14/09/2013
18.1;88.08;15/09/2013
18.1;88.92;16/09/2013
18.1;88.09;17/09/2013
18.1;87.9;18/09/2013
18.1;86.37;19/09/2013
18.1;83.2;20/09/2013
18.1;76.25;21/09/2013
18.1;72.44;22/09/2013
18.1;69.77;23/09/2013
18.1;68.38;24/09/2013
18.1;66.23;25/09/2013
18.1;65.72;26/09/2013
18.1;64.47;27/09/2013
18.1;63.61;28/09/2013
18.1;62.62;29/09/2013
18.1;61.86;30/09/2013
17.7;66.44;01/10/2013
17.7;71.96;02/10/2013
17.7;77.88;03/10/2013
17.7;83.17;04/10/2013
17.7;86.1;05/10/2013
17.7;88.06;06/10/2013
17.7;89.03;07/10/2013
17.7;89.71;08/10/2013
17.7;89.83;09/10/2013
17.7;90.79;10/10/2013
17.7;89.47;11/10/2013
17.7;88.34;12/10/2013
17.7;86.04;13/10/2013
17.7;83.28;14/10/2013
17.7;78.91;15/10/2013
17.7;77.44;16/10/2013
17.7;76.46;17/10/2013
17.7;75.63;18/10/2013
17.7;74.7;19/10/2013
17.7;74.63;20/10/2013
17.7;72.83;21/10/2013
17.7;71.48;22/10/2013
17.7;70.38;23/10/2013
17.7;70.09;24/10/2013
17.7;70.42;25/10/2013
17.7;70.88;26/10/2013
17.7;71.8;27/10/2013
17.7;73.32;28/10/2013
17.7;76.1;29/10/2013
17.7;78.67;30/10/2013
17.7;83.13;31/10/2013
17.0;84.3;01/11/2013
17.0;85.92;02/11/2013
17.0;85.94;03/11/2013
17.0;85.77;04/11/2013
17.0;83.61;05/11/2013
17.0;78.1;06/11/2013
17.0;75.8;07/11/2013
17.0;72.47;08/11/2013
17.0;70.59;09/11/2013
17.0;69.19;10/11/2013
17.0;67.88;11/11/2013
17.0;66.8;12/11/2013
17.0;65.51;13/11/2013
17.0;65.0;14/11/2013
17.0;63.23;15/11/2013
17.0;62.68;16/11/2013
17.0;61.96;17/11/2013
17.0;64.24;18/11/2013
17.0;68.57;19/11/2013
17.0;72.32;20/11/2013
17.0;75.79;21/11/2013
17.0;78.71;22/11/2013
17.0;80.87;23/11/2013
17.0;82.09;24/11/2013
17.0;82.5;25/11/2013
17.0;83.1;26/11/2013
17.0;83.51;27/11/2013
17.0;83.38;28/11/2013
17.0;82.08;29/11/2013
17.0;76.66;30/11/2013
15.5;74.66;01/12/2013
15.5;72.8;02/12/2013
15.5;71.31;03/12/2013
15.5;70.74;04/12/2013
15.5;70.17;05/12/2013
15.5;70.0;06/12/2013
15.5;69.81;07/12/2013
15.5;69.18;08/12/2013
15.5;68.64;09/12/2013
15.5;68.15;10/12/2013
15.5;67.32;11/12/2013
15.5;66.5;12/12/2013
15.5;65.82;13/12/2013
15.5;65.81;14/12/2013
15.5;66.54;15/12/2013
15.5;67.55;16/12/2013
15.5;68.89;17/12/2013
15.5;69.94;18/12/2013
15.5;71.56;19/12/2013
15.5;72.89;20/12/2013
15.5;73.23;21/12/2013
15.5;73.45;22/12/2013
15.5;72.2;23/12/2013
15.5;70.73;24/12/2013
15.5;69.8;25/12/2013
15.5;69.16;26/12/2013
15.5;68.49;27/12/2013
15.5;67.67;28/12/2013
15.5;67.35;29/12/2013
15.5;67.03;30/12/2013
15.5;66.82;31/12/2013
14.3;66.72;01/01/2014
14.3;66.24;02/01/2014
14.3;66.09;03/01/2014
14.3;65.94;04/01/2014
14.3;66.46;05/01/2014
14.3;68.39;06/01/2014
14.3;69.86;07/01/2014
14.3;70.66;08/01/2014
14.3;71.94;09/01/2014
14.3;72.3;10/01/2014
14.3;72.85;11/01/2014
14.3;73.54;12/01/2014
14.3;72.86;13/01/2014
14.3;72.41;14/01/2014
14.3;71.51;15/01/2014
14.3;70.59;16/01/2014
14.3;69.51;17/01/2014
14.3;68.69;18/01/2014
14.3;68.3;19/01/2014
14.3;67.89;20/01/2014
14.3;68.0;21/01/2014
14.3;67.64;22/01/2014
14.3;66.86;23/01/2014
14.3;65.84;24/01/2014
14.3;65.36;25/01/2014
14.3;64.97;26/01/2014
14.3;64.28;27/01/2014
14.3;62.89;28/01/2014
14.3;62.62;29/01/2014
14.3;63.03;30/01/2014
14.3;63.54;31/01/2014
13.8;64.86;01/02/2014
13.8;66.6;02/02/2014
13.8;68.02;03/02/2014
13.8;69.12;04/02/2014
13.8;71.12;05/02/2014
13.8;72.67;06/02/2014
13.8;74.81;07/02/2014
13.8;74.86;08/02/2014
13.8;75.08;09/02/2014
13.8;73.89;10/02/2014
13.8;70.03;11/02/2014
13.8;65.88;12/02/2014
13.8;63.44;13/02/2014
13.8;61.89;14/02/2014
13.8;60.17;15/02/2014
13.8;59.43;16/02/2014
13.8;58.35;17/02/2014
13.8;57.37;18/02/2014
13.8;56.68;19/02/2014
13.8;56.13;20/02/2014
13.8;56.03;21/02/2014
13.8;58.08;22/02/2014
13.8;60.62;23/02/2014
13.8;65.48;24/02/2014
13.8;71.01;25/02/2014
13.8;74.58;26/02/2014
13.8;77.37;27/02/2014
13.8;79.61;28/02/2014
13.8;80.03;01/03/2014
13.8;80.36;02/03/2014
13.8;80.43;03/03/2014
13.8;80.11;04/03/2014
13.8;79.96;05/03/2014
13.8;78.13;06/03/2014
13.8;73.17;07/03/2014
13.8;68.37;08/03/2014
13.8;65.93;09/03/2014
13.8;63.27;10/03/2014
13.8;61.89;11/03/2014
13.8;60.51;12/03/2014
13.8;58.83;13/03/2014
13.8;57.32;14/03/2014
13.8;56.74;15/03/2014
13.8;55.81;16/03/2014
13.8;55.35;17/03/2014
13.8;58.06;18/03/2014
13.8;63.31;19/03/2014
13.8;68.73;20/03/2014
13.8;73.42;21/03/2014
13.8;77.64;22/03/2014
13.8;79.96;23/03/2014
13.8;80.41;24/03/2014
13.8;81.36;25/03/2014
13.8;81.74;26/03/2014
13.8;82.11;27/03/2014
13.8;82.01;28/03/2014
13.8;81.32;29/03/2014
13.8;80.16;30/03/2014
13.8;74.81;31/03/2014
15.2;70.28;01/04/2014
15.2;67.71;02/04/2014
15.2;66.24;03/04/2014
15.2;64.08;04/04/2014
15.2;63.31;05/04/2014
15.2;62.1;06/04/2014
15.2;61.13;07/04/2014
15.2;59.93;08/04/2014
15.2;59.21;09/04/2014
15.2;58.69;10/04/2014
15.2;61.46;11/04/2014
15.2;66.08;12/04/2014
15.2;71.26;13/04/2014
15.2;74.72;14/04/2014
15.2;78.78;15/04/2014
15.2;82.46;16/04/2014
15.2;84.17;17/04/2014
15.2;85.19;18/04/2014
15.2;85.65;19/04/2014
15.2;85.83;20/04/2014
15.2;85.56;21/04/2014
15.2;84.23;22/04/2014
15.2;82.71;23/04/2014
15.2;78.5;24/04/2014
15.2;76.27;25/04/2014
15.2;74.71;26/04/2014
15.2;73.14;27/04/2014
15.2;71.74;28/04/2014
15.2;70.41;29/04/2014
15.2;69.88;30/04/2014
16.5;69.01;01/05/2014
16.5;68.4;02/05/2014
16.5;68.77;03/05/2014
16.5;69.01;04/05/2014
16.5;70.24;05/05/2014
16.5;71.51;06/05/2014
16.5;73.11;07/05/2014
16.5;74.44;08/05/2014
16.5;77.27;09/05/2014
16.5;79.53;10/05/2014
16.5;85.06;11/05/2014
16.5;86.89;12/05/2014
16.5;88.14;13/05/2014
16.5;89.21;14/05/2014
16.5;87.23;15/05/2014
16.5;85.86;16/05/2014
16.5;83.41;17/05/2014
16.5;78.22;18/05/2014
16.5;75.12;19/05/2014
16.5;71.12;20/05/2014
16.5;70.25;21/05/2014
16.5;68.15;22/05/2014
16.5;66.4;23/05/2014
16.5;65.31;24/05/2014
16.5;63.13;25/05/2014
16.5;61.81;26/05/2014
16.5;60.69;27/05/2014
16.5;60.1;28/05/2014
16.5;62.65;29/05/2014
16.5;67.5;30/05/2014
16.5;72.64;31/05/2014
17.3;77.43;01/06/2014
17.3;80.54;02/06/2014
17.3;81.01;03/06/2014
17.3;81.55;04/06/2014
17.3;82.02;05/06/2014
17.3;82.33;06/06/2014
17.3;82.6;07/06/2014
17.3;82.3;08/06/2014
17.3;81.9;09/06/2014
17.3;80.67;10/06/2014
17.3;76.45;11/06/2014
17.3;70.59;12/06/2014
17.3;67.95;13/06/2014
